ticket_id,customer_id,category,priority,status,created_date,resolved_date,days_to_resolve,satisfaction_score,agent_id
4961,1672,Product Defect,Medium,Escalated,11/1/2024,11/15/2024,14,3,239
4962,2377,Shipping,Low,Closed,1/20/2025,,,,196
4963,1275,Account Issue,Low,Open,3/1/2026,3/15/2026,14,3,72
4964,4974,Technical Support,Medium,Resolved,9/22/2024,,,,262
4965,2576,Technical Support,Medium,Resolved,7/17/2025,8/15/2025,29,1,250
4966,496,Account Issue,High,Escalated,10/27/2024,10/30/2024,3,5,16
4967,3392,Account Issue,Low,Resolved,1/30/2025,,,,273
4968,1812,Billing,High,Closed,3/2/2025,3/14/2025,12,4,280
4969,1624,Technical Support,Medium,Open,12/22/2025,,,,67
4970,2160,Return Request,Medium,Open,7/29/2025,8/14/2025,16,3,56
4971,4372,Product Defect,Medium,Closed,6/6/2025,6/30/2025,24,1,77
4972,28,Billing,Low,In Progress,11/22/2025,12/11/2025,19,3,138
4973,713,Product Defect,Medium,Resolved,4/13/2026,4/23/2026,10,5,259
4974,676,Technical Support,Critical,Escalated,1/20/2026,2/8/2026,19,4,141
4975,4885,General Inquiry,Medium,Open,6/21/2025,6/25/2025,4,4,284
4976,1527,Shipping,Critical,In Progress,4/20/2026,4/26/2026,6,5,210
4977,2843,Shipping,Medium,Escalated,7/6/2024,,,,182
4978,2616,Billing,High,Resolved,11/2/2025,11/24/2025,22,1,57
4979,3073,Billing,Low,In Progress,3/16/2026,4/14/2026,29,5,171
4980,1193,Return Request,Low,Closed,4/3/2025,4/25/2025,22,3,224
4981,684,Product Defect,Low,Escalated,8/5/2025,8/11/2025,6,1,132
4982,580,Billing,Medium,Resolved,4/16/2026,4/27/2026,11,5,192
4983,4251,Product Defect,Low,Escalated,11/23/2025,12/4/2025,11,5,248
4984,3008,Billing,Low,Closed,4/18/2026,4/30/2026,12,1,5
4985,4245,Shipping,Medium,Closed,10/11/2024,11/6/2024,26,5,127
4986,1189,Product Defect,Medium,Open,8/10/2024,8/27/2024,17,3,4
4987,3514,General Inquiry,Medium,Escalated,5/4/2026,,,,174
4988,4302,Product Defect,High,Closed,5/21/2025,,,,57
4989,2238,Technical Support,Critical,Closed,1/27/2026,2/22/2026,26,4,203
4990,3293,Shipping,Medium,Open,12/17/2025,12/29/2025,12,5,133
4991,3039,Shipping,Medium,Escalated,9/23/2024,9/29/2024,6,1,10
4992,2049,Technical Support,High,Closed,12/16/2024,,,,213
4993,534,Technical Support,Critical,Closed,12/11/2025,1/2/2026,22,3,2
4994,951,Technical Support,Low,Escalated,10/21/2025,10/29/2025,8,5,197
4995,1689,Account Issue,Medium,Resolved,2/14/2025,2/20/2025,6,3,160
4996,653,Technical Support,Medium,Closed,2/10/2025,2/11/2025,1,2,204
4997,4494,Account Issue,Low,In Progress,9/4/2025,,,,154
4998,886,Shipping,Medium,Resolved,2/16/2025,3/1/2025,13,5,194
4999,416,Product Defect,Low,In Progress,7/27/2024,8/5/2024,9,5,152
5000,1385,Return Request,Low,Escalated,4/22/2026,5/20/2026,28,1,70
5001,3124,Technical Support,High,Closed,12/23/2024,12/24/2024,1,3,82
5002,2599,Return Request,Medium,Closed,11/7/2024,12/7/2024,30,1,241
5003,3461,General Inquiry,Low,Resolved,3/9/2026,4/4/2026,26,5,253
5004,2862,Shipping,Medium,Resolved,11/8/2025,,,,268
5005,4290,General Inquiry,Medium,In Progress,11/16/2025,,,,151
5006,2390,Shipping,High,Escalated,6/14/2024,7/13/2024,29,4,109
5007,3690,Billing,Medium,Closed,5/18/2025,5/24/2025,6,1,251
5008,2005,Product Defect,Medium,In Progress,9/18/2025,10/2/2025,14,1,18
5009,4611,Shipping,High,In Progress,11/6/2024,11/7/2024,1,5,222
5010,2197,Shipping,Low,Open,11/21/2024,12/7/2024,16,3,145
5011,1450,Return Request,Critical,Escalated,12/9/2024,12/20/2024,11,5,172
5012,3447,General Inquiry,Low,Resolved,11/2/2024,,,,265
5013,4024,Billing,Medium,In Progress,4/20/2025,5/15/2025,25,4,243
5014,228,Return Request,Medium,In Progress,4/8/2026,,,,293
5015,3836,Return Request,Medium,Open,9/7/2024,9/10/2024,3,5,87
5016,3948,Account Issue,Low,Escalated,2/1/2026,2/5/2026,4,4,206
5017,653,Billing,Low,Open,12/1/2025,12/17/2025,16,5,236
5018,2809,Technical Support,Medium,In Progress,12/8/2025,12/20/2025,12,5,68
5019,2898,Product Defect,Medium,Closed,1/23/2026,2/18/2026,26,3,194
5020,726,Product Defect,High,In Progress,12/1/2025,,,,51
5021,1271,Product Defect,Low,In Progress,9/28/2025,10/24/2025,26,3,98
5022,3874,Billing,Medium,In Progress,1/28/2026,2/27/2026,30,3,286
5023,4213,Technical Support,Low,Closed,11/23/2025,,,,258
5024,2033,Account Issue,Low,In Progress,8/29/2025,9/18/2025,20,4,75
5025,4232,Return Request,Low,In Progress,1/28/2026,2/24/2026,27,4,64
5026,2131,Shipping,Low,In Progress,3/24/2025,4/16/2025,23,4,25
5027,3405,Shipping,Medium,Escalated,5/5/2025,5/7/2025,2,5,260
5028,4968,Account Issue,Critical,Open,3/19/2026,3/24/2026,5,2,250
5029,2817,Shipping,Medium,Open,11/4/2024,12/3/2024,29,5,254
5030,3158,Technical Support,Medium,In Progress,5/21/2026,5/29/2026,8,1,37
5031,1770,Return Request,Medium,Closed,5/6/2026,5/20/2026,14,2,34
5032,836,Return Request,High,Escalated,8/5/2024,8/31/2024,26,3,14
5033,2162,Account Issue,Low,Escalated,11/16/2024,11/29/2024,13,4,168
5034,4489,Shipping,High,Escalated,2/18/2026,2/26/2026,8,4,45
5035,3299,Product Defect,High,Open,5/11/2026,5/20/2026,9,3,234
5036,1347,Technical Support,Medium,Resolved,6/2/2025,6/19/2025,17,2,60
5037,1146,Account Issue,Medium,Resolved,4/27/2025,,,,284
5038,3232,Technical Support,Critical,Resolved,7/12/2024,7/24/2024,12,4,117
5039,3756,Technical Support,Low,Closed,7/8/2024,8/2/2024,25,3,62
5040,4709,Account Issue,Medium,Open,2/14/2026,,,,157
5041,2288,Technical Support,Low,Resolved,10/28/2024,11/1/2024,4,2,210
5042,4024,Shipping,Low,Escalated,6/7/2025,6/7/2025,0,4,89
5043,3359,Shipping,High,Open,11/28/2024,12/15/2024,17,3,12
5044,1162,Billing,Medium,Open,12/23/2024,1/10/2025,18,1,145
5045,1880,General Inquiry,Medium,Open,10/23/2025,,,,288
5046,2846,Product Defect,Medium,Closed,6/26/2024,6/28/2024,2,2,41
5047,4976,Product Defect,Critical,Escalated,11/5/2024,12/1/2024,26,2,3
5048,2979,Shipping,Low,Escalated,5/21/2026,6/12/2026,22,1,261
5049,4337,Product Defect,Low,Closed,2/10/2025,2/16/2025,6,3,102
5050,2597,Billing,Medium,Closed,8/6/2024,,,,122
5051,4444,Shipping,Low,Resolved,12/30/2024,1/5/2025,6,4,179
5052,2594,Account Issue,Critical,Resolved,1/19/2026,1/22/2026,3,1,226
5053,677,Return Request,Medium,Resolved,8/10/2024,8/30/2024,20,3,6
5054,2281,Shipping,Critical,Escalated,10/20/2024,11/12/2024,23,2,9
5055,2527,Shipping,Low,Escalated,2/9/2025,3/5/2025,24,4,280
5056,2878,Account Issue,High,Open,12/18/2024,12/31/2024,13,4,175
5057,4264,Technical Support,Low,Escalated,3/26/2025,,,,69
5058,4069,Shipping,Low,Open,9/8/2025,9/17/2025,9,3,114
5059,1200,Technical Support,Low,Closed,10/15/2024,10/21/2024,6,5,118
5060,4130,Return Request,Medium,In Progress,3/12/2026,3/19/2026,7,1,294
5061,455,Shipping,Medium,Open,3/30/2025,,,,21
5062,903,Product Defect,Critical,Open,4/29/2026,5/10/2026,11,1,23
5063,2684,Technical Support,Low,Escalated,9/1/2025,9/27/2025,26,5,133
5064,4842,Billing,Medium,In Progress,6/8/2025,6/13/2025,5,5,163
5065,2973,Return Request,Medium,In Progress,2/9/2025,,,,24
5066,2503,Technical Support,Low,Resolved,3/23/2026,3/25/2026,2,4,275
5067,603,Billing,High,Closed,4/11/2026,,,,234
5068,4864,General Inquiry,Medium,Closed,11/11/2024,11/26/2024,15,3,229
5069,2033,General Inquiry,Critical,In Progress,12/6/2024,12/13/2024,7,2,86
5070,4401,Billing,Medium,In Progress,9/15/2025,10/6/2025,21,5,248
5071,1916,General Inquiry,Low,In Progress,4/27/2025,,,,116
5072,3669,Product Defect,Low,Closed,9/4/2025,9/20/2025,16,1,156
5073,240,Technical Support,Medium,Escalated,7/24/2025,,,,228
5074,2798,Billing,Medium,Escalated,1/13/2026,1/19/2026,6,3,251
5075,890,Product Defect,Medium,In Progress,6/5/2026,6/18/2026,13,1,166
5076,1022,Technical Support,Medium,Open,4/16/2025,5/10/2025,24,4,155
5077,3603,Account Issue,Medium,In Progress,7/30/2025,8/18/2025,19,5,79
5078,920,Account Issue,Low,Resolved,10/18/2024,11/17/2024,30,2,20
5079,4818,General Inquiry,Critical,Open,6/7/2025,6/12/2025,5,5,37
5080,2467,General Inquiry,Medium,Escalated,3/1/2026,3/13/2026,12,1,76
5081,92,General Inquiry,Critical,Resolved,8/25/2024,,,,63
5082,3754,Return Request,High,In Progress,7/18/2024,7/21/2024,3,3,103
5083,3199,Technical Support,Medium,Closed,10/18/2024,10/28/2024,10,2,258
5084,2917,Product Defect,Low,Escalated,6/9/2024,6/13/2024,4,1,39
5085,3695,Billing,Low,Closed,9/3/2024,9/9/2024,6,4,6
5086,2112,Shipping,Medium,Closed,6/18/2025,7/2/2025,14,2,63
5087,3836,Return Request,Low,Open,12/22/2025,1/4/2026,13,5,74
5088,865,Product Defect,Medium,In Progress,4/5/2025,5/5/2025,30,4,216
5089,3074,Shipping,High,In Progress,2/11/2026,3/5/2026,22,5,142
5090,673,Return Request,Medium,Open,12/16/2024,1/14/2025,29,1,58
5091,284,Account Issue,High,In Progress,11/8/2024,,,,116
5092,342,General Inquiry,Medium,In Progress,6/2/2026,6/27/2026,25,5,200
5093,608,Account Issue,Critical,Closed,7/31/2025,8/24/2025,24,1,36
5094,1812,Product Defect,Medium,In Progress,3/6/2026,,,,233
5095,2637,Technical Support,High,Resolved,3/17/2026,,,,139
5096,3436,Shipping,Low,Escalated,2/25/2025,3/24/2025,27,3,21
5097,41,Technical Support,Medium,Resolved,9/5/2025,9/27/2025,22,1,170
5098,2982,Return Request,Low,In Progress,11/26/2025,,,,183
5099,871,Shipping,Low,Resolved,5/12/2026,6/8/2026,27,4,157
5100,4782,General Inquiry,Critical,Closed,9/19/2024,9/27/2024,8,5,58
5101,2378,Shipping,Medium,Closed,10/10/2025,10/29/2025,19,5,200
5102,1375,Billing,Medium,Escalated,3/3/2026,3/18/2026,15,1,87
5103,365,Account Issue,Medium,Resolved,8/22/2024,9/17/2024,26,5,288
5104,1394,Account Issue,Low,Open,1/18/2026,,,,69
5105,1611,Return Request,Medium,Closed,12/13/2024,12/17/2024,4,2,275
5106,1093,Account Issue,High,Open,10/26/2024,11/2/2024,7,5,158
5107,2107,Shipping,Low,In Progress,5/9/2025,5/31/2025,22,4,179
5108,464,General Inquiry,Low,Closed,9/2/2024,10/2/2024,30,1,95
5109,821,Technical Support,Medium,Escalated,4/23/2025,5/13/2025,20,2,262
5110,632,Technical Support,Medium,Escalated,7/29/2024,8/23/2024,25,2,61
5111,1952,Product Defect,Medium,Resolved,11/19/2025,12/1/2025,12,1,192
5112,1359,Account Issue,High,Resolved,12/5/2025,,,,102
5113,4230,Billing,Low,Closed,10/31/2024,11/24/2024,24,1,37
5114,3688,Shipping,Medium,Open,11/8/2025,12/2/2025,24,3,88
5115,4695,Shipping,Medium,In Progress,12/2/2024,12/4/2024,2,3,290
5116,2958,Return Request,Low,Closed,7/24/2024,8/4/2024,11,3,42
5117,1655,Product Defect,Low,Open,12/11/2024,12/14/2024,3,4,32
5118,351,Product Defect,Low,Open,10/9/2025,11/1/2025,23,4,11
5119,2021,Technical Support,Critical,Open,11/13/2024,11/21/2024,8,5,281
5120,979,Billing,High,Escalated,3/11/2026,3/21/2026,10,5,92
5121,3724,Billing,Low,Open,8/8/2025,8/11/2025,3,5,277
5122,4793,Billing,Medium,In Progress,10/22/2025,11/21/2025,30,5,153
5123,4984,Billing,Low,In Progress,6/16/2025,6/27/2025,11,4,228
5124,899,Product Defect,Low,In Progress,9/9/2025,9/12/2025,3,5,211
5125,4448,Billing,Low,Closed,7/13/2025,8/8/2025,26,1,174
5126,3444,Billing,Low,Escalated,10/29/2024,11/5/2024,7,4,202
5127,1529,Product Defect,High,Closed,1/10/2025,1/21/2025,11,1,146
5128,2285,Account Issue,High,Escalated,4/10/2025,,,,140
5129,187,Billing,High,Closed,7/2/2024,7/18/2024,16,3,130
5130,1340,Billing,Medium,Closed,2/25/2025,3/9/2025,12,3,169
5131,1545,Product Defect,Low,In Progress,2/9/2026,2/17/2026,8,2,96
5132,369,General Inquiry,Low,Resolved,8/6/2025,8/22/2025,16,2,142
5133,4147,Product Defect,Low,Open,6/29/2024,7/13/2024,14,5,124
5134,3751,Technical Support,High,In Progress,12/15/2025,1/2/2026,18,4,120
5135,677,Return Request,Low,Open,11/25/2025,12/17/2025,22,2,283
5136,2927,Shipping,Low,Open,1/31/2025,2/26/2025,26,2,91
5137,3974,Return Request,Medium,Resolved,7/24/2025,8/12/2025,19,3,88
5138,1535,Account Issue,Low,Open,12/6/2025,,,,98
5139,416,Return Request,Low,Escalated,2/12/2026,3/13/2026,29,3,14
5140,3208,Product Defect,Low,Resolved,8/17/2025,9/12/2025,26,1,87
5141,1245,Technical Support,Medium,Open,11/16/2024,,,,184
5142,1445,Billing,Medium,Resolved,5/18/2026,6/12/2026,25,3,209
5143,4573,Technical Support,Low,Escalated,5/9/2025,5/28/2025,19,1,20
5144,3564,Technical Support,Low,Escalated,11/10/2024,12/2/2024,22,1,175
5145,506,Product Defect,Medium,In Progress,8/4/2025,,,,162
5146,753,Billing,Medium,Escalated,6/9/2024,6/13/2024,4,1,233
5147,2336,Product Defect,Critical,In Progress,5/9/2026,6/2/2026,24,3,252
5148,3585,Account Issue,Medium,Closed,6/10/2025,,,,24
5149,4457,Account Issue,Medium,Closed,7/12/2025,7/22/2025,10,2,151
5150,2879,Billing,Low,In Progress,8/19/2024,9/8/2024,20,1,46
5151,4779,Product Defect,High,Closed,10/27/2025,10/31/2025,4,3,19
5152,800,Return Request,Medium,Escalated,3/31/2025,4/20/2025,20,5,55
5153,1782,Shipping,High,Escalated,9/28/2025,10/24/2025,26,2,257
5154,3970,Shipping,High,In Progress,8/30/2024,9/28/2024,29,2,24
5155,3850,General Inquiry,Low,Open,11/8/2024,11/9/2024,1,4,195
5156,2624,Shipping,Medium,Resolved,8/30/2025,9/2/2025,3,3,42
5157,4972,General Inquiry,Low,In Progress,5/24/2025,6/21/2025,28,4,106
5158,5000,Account Issue,Medium,Escalated,11/7/2024,12/6/2024,29,1,259
5159,1281,Product Defect,Medium,Open,4/16/2026,5/14/2026,28,2,252
5160,366,Product Defect,Critical,Open,6/26/2024,6/26/2024,0,5,229
5161,4187,Technical Support,Low,Open,3/22/2025,,,,208
5162,1939,Technical Support,Medium,Resolved,7/31/2024,8/5/2024,5,5,261
5163,777,Account Issue,Low,In Progress,8/27/2025,,,,51
5164,4213,General Inquiry,High,In Progress,7/12/2024,8/1/2024,20,1,33
5165,4776,Technical Support,Medium,Closed,12/4/2025,12/23/2025,19,3,74
5166,4914,Product Defect,Low,Escalated,12/30/2025,1/25/2026,26,2,193
5167,13,Billing,Low,Resolved,3/26/2026,4/23/2026,28,4,81
5168,3887,Product Defect,Low,In Progress,2/7/2025,3/5/2025,26,1,227
5169,4192,Account Issue,Medium,Escalated,1/17/2025,1/18/2025,1,5,63
5170,1090,Return Request,High,Closed,7/11/2025,7/11/2025,0,3,270
5171,867,Account Issue,Medium,Resolved,2/28/2026,3/30/2026,30,5,18
5172,2120,Shipping,High,Open,4/22/2025,,,,224
5173,3533,Shipping,High,In Progress,1/13/2025,1/24/2025,11,5,83
5174,424,Technical Support,Medium,Open,4/2/2026,,,,162
5175,1272,Account Issue,Medium,Resolved,6/18/2025,,,,281
5176,3280,Shipping,Medium,Closed,2/23/2025,3/24/2025,29,4,264
5177,4661,Shipping,Medium,Closed,12/9/2024,12/20/2024,11,2,104
5178,3142,Billing,Medium,Resolved,1/25/2026,2/18/2026,24,1,168
5179,3291,Account Issue,Medium,In Progress,10/31/2024,,,,17
5180,1082,Product Defect,Medium,Open,6/2/2026,6/7/2026,5,3,92
5181,41,Product Defect,Medium,Closed,7/15/2024,7/21/2024,6,4,170
5182,3023,Billing,Medium,Resolved,3/22/2026,3/30/2026,8,3,93
5183,794,Return Request,Medium,Closed,6/24/2025,6/27/2025,3,2,253
5184,3879,Return Request,Medium,Open,2/20/2025,,,,165
5185,4932,Product Defect,Critical,Open,3/17/2025,,,,244
5186,4409,Technical Support,Medium,Escalated,12/10/2025,1/9/2026,30,5,124
5187,1627,Return Request,Low,Closed,2/24/2025,,,,79
5188,3948,Technical Support,Low,Open,5/22/2026,5/26/2026,4,2,55
5189,3049,General Inquiry,High,Closed,5/1/2025,5/24/2025,23,4,155
5190,1481,Shipping,Medium,Resolved,12/5/2025,1/2/2026,28,3,158
5191,4257,Return Request,Critical,Closed,11/25/2024,12/17/2024,22,4,98
5192,492,Account Issue,Low,Resolved,7/20/2024,7/29/2024,9,5,195
5193,4321,Technical Support,Low,Escalated,3/10/2026,,,,53
5194,3355,Shipping,Low,Resolved,10/23/2024,11/12/2024,20,2,46
5195,1116,Return Request,Medium,Closed,2/5/2025,2/11/2025,6,5,41
5196,4057,General Inquiry,Medium,Closed,6/2/2026,7/2/2026,30,3,211
5197,3757,General Inquiry,Low,Resolved,7/17/2024,8/16/2024,30,1,167
5198,865,Billing,Low,Open,12/6/2025,12/12/2025,6,1,137
5199,3592,General Inquiry,Low,Escalated,8/3/2024,8/5/2024,2,3,294
5200,2221,Return Request,Low,Escalated,11/20/2025,11/30/2025,10,5,200
5201,3109,Shipping,Medium,Open,4/12/2026,5/3/2026,21,3,264
5202,9,Shipping,Medium,Closed,1/26/2025,2/6/2025,11,4,92
5203,1124,General Inquiry,Low,Resolved,10/15/2024,11/9/2024,25,5,161
5204,3248,Product Defect,Low,Escalated,7/5/2025,7/9/2025,4,4,99
5205,2613,Billing,Medium,Escalated,11/26/2024,12/12/2024,16,5,125
5206,1170,General Inquiry,Low,Closed,4/6/2025,,,,34
5207,1898,Technical Support,Medium,Open,10/28/2024,11/20/2024,23,1,183
5208,3584,Return Request,Low,Escalated,10/19/2025,11/12/2025,24,2,4
5209,2264,Product Defect,Low,Closed,8/20/2024,,,,139
5210,2092,Return Request,Low,In Progress,12/10/2025,12/27/2025,17,1,268
5211,4300,Technical Support,Low,Open,12/10/2025,1/7/2026,28,4,143
5212,658,Product Defect,Medium,Resolved,11/16/2024,11/21/2024,5,4,216
5213,463,Technical Support,Low,Closed,8/13/2024,8/21/2024,8,3,64
5214,3726,Technical Support,Medium,Escalated,9/8/2025,9/13/2025,5,2,250
5215,3474,Technical Support,Low,Escalated,12/7/2025,12/17/2025,10,2,95
5216,443,Shipping,Low,Closed,9/5/2024,9/7/2024,2,3,137
5217,1867,Account Issue,Low,Escalated,1/6/2025,2/2/2025,27,3,51
5218,2723,Billing,High,Closed,6/16/2025,,,,196
5219,4108,General Inquiry,Medium,Resolved,11/29/2025,12/19/2025,20,2,94
5220,4514,General Inquiry,Medium,Escalated,10/27/2025,11/6/2025,10,2,131
5221,3684,Return Request,High,In Progress,8/14/2024,9/4/2024,21,2,49
5222,3249,Shipping,High,Closed,6/13/2024,6/27/2024,14,1,66
5223,3108,Technical Support,Medium,Resolved,2/17/2026,3/17/2026,28,5,8
5224,1111,Shipping,High,In Progress,1/5/2025,2/1/2025,27,4,124
5225,3277,General Inquiry,Medium,In Progress,2/15/2026,,,,168
5226,3588,Return Request,Low,Open,11/20/2025,12/12/2025,22,5,161
5227,791,Shipping,Medium,Resolved,11/12/2024,12/10/2024,28,1,158
5228,74,Product Defect,Medium,Open,3/16/2025,3/23/2025,7,3,81
5229,3454,Billing,High,Resolved,11/10/2025,12/9/2025,29,5,165
5230,3755,Shipping,Low,Resolved,3/30/2026,4/26/2026,27,4,190
5231,4818,Billing,Medium,Open,5/11/2025,,,,73
5232,3203,Product Defect,Medium,Escalated,10/1/2025,10/18/2025,17,2,294
5233,3986,Billing,High,Open,8/22/2025,8/24/2025,2,2,91
5234,68,Billing,Medium,Escalated,10/7/2024,,,,230
5235,4637,Billing,Low,Escalated,10/12/2024,10/17/2024,5,1,93
5236,3698,Account Issue,Medium,In Progress,7/5/2024,7/26/2024,21,5,268
5237,176,Technical Support,Critical,Open,3/20/2026,3/25/2026,5,3,271
5238,4269,Shipping,Low,Resolved,7/26/2024,8/2/2024,7,1,243
5239,3107,General Inquiry,High,Open,1/23/2026,,,,241
5240,215,General Inquiry,High,Closed,7/25/2025,7/31/2025,6,3,44
5241,3240,Shipping,Medium,In Progress,1/9/2025,,,,242
5242,2793,General Inquiry,High,Closed,12/12/2025,12/18/2025,6,4,114
5243,4004,General Inquiry,Low,Open,4/25/2026,5/15/2026,20,1,152
5244,3256,Shipping,Medium,In Progress,8/9/2024,9/6/2024,28,2,57
5245,1994,Account Issue,Low,In Progress,7/14/2024,7/22/2024,8,3,225
5246,3195,Technical Support,Medium,Resolved,1/11/2026,1/31/2026,20,5,253
5247,3769,Technical Support,Low,Resolved,12/5/2025,12/14/2025,9,3,162
5248,910,Product Defect,Medium,Closed,11/16/2024,12/13/2024,27,5,155
5249,4799,Account Issue,Low,Escalated,12/30/2025,1/19/2026,20,5,282
5250,3601,Shipping,High,Escalated,1/14/2025,1/16/2025,2,3,197
5251,3469,Product Defect,Low,Resolved,4/12/2025,5/10/2025,28,3,278
5252,2593,General Inquiry,Low,Closed,6/17/2025,7/6/2025,19,5,292
5253,136,Shipping,Medium,Resolved,7/25/2024,8/12/2024,18,1,132
5254,2715,Account Issue,Low,Escalated,12/13/2024,12/24/2024,11,2,29
5255,1608,Technical Support,Medium,Resolved,1/3/2026,1/11/2026,8,5,269
5256,1815,General Inquiry,Critical,In Progress,12/15/2025,1/7/2026,23,2,3
5257,845,Product Defect,High,Escalated,10/29/2025,11/28/2025,30,1,275
5258,4909,Return Request,Critical,In Progress,12/18/2024,,,,118
5259,3536,Shipping,Medium,Resolved,6/2/2026,6/30/2026,28,1,290
5260,1357,Product Defect,High,In Progress,1/26/2025,2/17/2025,22,1,43
5261,2206,Account Issue,High,Resolved,1/29/2025,2/18/2025,20,1,207
5262,2970,Return Request,Low,In Progress,9/13/2024,,,,20
5263,4029,Return Request,Low,Closed,7/23/2024,8/11/2024,19,3,73
5264,3636,General Inquiry,Medium,Open,12/6/2024,1/1/2025,26,1,231
5265,2485,Account Issue,Medium,Closed,8/19/2024,9/11/2024,23,1,300
5266,3259,Account Issue,Medium,Closed,11/21/2024,12/18/2024,27,1,246
5267,1707,General Inquiry,Low,In Progress,2/21/2026,3/13/2026,20,4,31
5268,90,Technical Support,Critical,In Progress,12/11/2024,1/5/2025,25,1,2
5269,4456,Technical Support,Low,Closed,7/31/2024,8/16/2024,16,2,176
5270,59,Technical Support,Medium,In Progress,2/10/2026,2/13/2026,3,4,121
5271,4813,Billing,Medium,Closed,2/20/2025,,,,275
5272,415,Technical Support,Low,Open,6/20/2025,,,,178
5273,3099,Billing,Low,Resolved,7/3/2025,,,,30
5274,1423,Product Defect,Low,Resolved,6/30/2025,,,,232
5275,850,Billing,Critical,In Progress,9/9/2025,,,,256
5276,1174,Technical Support,High,Closed,1/19/2026,2/7/2026,19,4,16
5277,2540,General Inquiry,Low,Resolved,12/1/2025,12/5/2025,4,2,31
5278,2577,Shipping,High,Open,9/1/2024,9/15/2024,14,2,1
5279,436,Billing,Critical,Escalated,3/12/2025,3/17/2025,5,3,255
5280,190,Account Issue,Medium,Escalated,6/6/2025,6/6/2025,0,4,166
5281,986,Billing,Low,Open,8/28/2024,,,,2
5282,2681,Technical Support,High,Escalated,1/9/2026,2/8/2026,30,2,7
5283,1020,Shipping,Low,In Progress,5/14/2025,6/13/2025,30,3,78
5284,2695,Technical Support,Low,Resolved,1/2/2026,1/2/2026,0,1,280
